"CALLSIGN"	"FREQUENCY"	"SERVICE"	"CLASS"	"STATUS"	"CITY"	"STATE"	"COUNTRY"	"FILENUM"	"FACID"	"LAT"	"LON"	"LICENSEE"	"LATDD"	"LONDD"	"deleted"
"KSOH"	"89.5  MHz"	"FM"	"C2"	"LIC"	"WAPATO"	"WA"	"US"	"BLED   -19920318KA"	10023	"46-31-42N"	"120-31-16W"	"LIFETALK RADIO, INC."	46.5283	120.5211	0
"KSOJ-LP"	"103.5 MHz"	"FL"	"L1"	"LIC"	"BANNING"	"CA"	"US"	"BLL    -20070615ABY"	124422	"33-56-38N"	"116-53-35W"	"CALVARY CHAPEL OF THE PASS"	33.9439	116.8931	0
"KSOK-FM"	"95.9  MHz"	"FM"	"C3"	"LIC"	"WINFIELD"	"KS"	"US"	"BLH    -20041027AEE"	31893	"37-4-32N"	"96-56-13W"	"COWLEY COUNTY BROADCASTING, INC."	37.0756	96.9369	0
"KSOL"	"98.9  MHz"	"FM"	"B"	"LIC"	"SAN FRANCISCO"	"CA"	"US"	"BLH    -19990723KF"	70032	"37-45-19N"	"122-27-6W"	"TMS LICENSE CALIFORNIA, INC"	37.7553	122.4517	0
"KSOL-FM2"	"98.9  MHz"	"FB"	"D"	"LIC"	"SAUSALITO, ETC."	"CA"	"US"	"BLFTB  -19921109TE"	70028	"37-51-4N"	"122-29-49W"	"TMS LICENSE CALIFORNIA, INC"	37.8511	122.4969	0
"KSOL-FM3"	"98.9  MHz"	"FB"	"D"	"LIC"	"PLEASANTON"	"CA"	"US"	"BLFTB  -19970304TB"	14485	"37-52-55N"	"121-55-5W"	"TMS LICENSE CALIFORNIA, INC"	37.8819	121.9181	0
"KSOM"	"96.5  MHz"	"FM"	"C1"	"LIC"	"AUDUBON"	"IA"	"US"	"BLH    -19950817KB"	63296	"41-26-7N"	"94-50-0W"	"MEREDITH COMMUNICATIONS L.C."	41.4353	94.8333	0
"KSON"	"97.3  MHz"	"FM"	"B"	"LIC"	"SAN DIEGO"	"CA"	"US"	"BLH    -19820120AK"	30832	"32-43-13N"	"117-4-14W"	"LINCOLN FINANCIAL MEDIA COMPANY OF CALIFORNIA"	32.7203	117.0706	0
"KSON"	"97.3  MHz"	"FS"	"B"	"LIC"	"SAN DIEGO"	"CA"	"US"	"BXLH   -20100325ABH"	30832	"32-41-48N"	"116-56-10W"	"LINCOLN FINANCIAL MEDIA COMPANY OF CALIFORNIA"	32.6967	116.9361	0
"KSOO-FM"	"99.1  MHz"	"FM"	"C3"	"LIC"	"LENNOX"	"SD"	"US"	"BLH    -20080731AKJ"	162271	"43-22-36N"	"96-48-19W"	"CUMULUS LICENSING LLC"	43.3767	96.8053	0
"KSOP-FM"	"104.3 MHz"	"FM"	"C"	"LIC"	"SALT LAKE CITY"	"UT"	"US"	"BLH    -20040205AAJ"	35629	"40-39-34N"	"112-12-5W"	"KSOP, INC."	40.6594	112.2014	0
"KSOP-FM"	"104.3 MHz"	"FS"	"C"	"LIC"	"SALT LAKE CITY"	"UT"	"US"	"BLH    -19870825KD"	35629	"40-39-35N"	"112-12-5W"	"KSOP, INC."	40.6597	112.2014	0
"KSOQ-FM"	"92.1  MHz"	"FM"	"A"	"LIC"	"ESCONDIDO"	"CA"	"US"	"BLH    -19970814KB"	49206	"33-6-39N"	"117-9-13W"	"LINCOLN FINANCIAL MEDIA COMPANY OF CALIFORNIA"	33.1108	117.1536	0
"KSOR"	"90.1  MHz"	"FM"	"C"	"LIC"	"ASHLAND"	"OR"	"US"	"BMLED  -20010926ABP"	50622	"42-41-30N"	"123-13-44W"	"OREGON ST BOARD OF HIGHER ED FOR THE UNIV OF OREGON"	42.6917	123.2289	0
"KSOS"	"90.5  MHz"	"FM"	"C"	"LIC"	"LAS VEGAS"	"NV"	"US"	"BLED   -19850819KW"	20528	"36-0-29N"	"115-0-20W"	"FAITH COMMUNICATIONS CORPORATION"	36.0081	115.0056	0
"KSOU-FM"	"93.9  MHz"	"FM"	"C2"	"LIC"	"SIOUX CENTER"	"IA"	"US"	"BLH    -19890919KD"	67773	"43-5-1N"	"96-18-20W"	"COMMUNITY FIRST BROADCASTING, LLC"	43.0836	96.3056	0
"KSOW-LP"	"106.7 MHz"	"FL"	"L1"	"LIC"	"COTTAGE GROVE"	"OR"	"US"	"BLL    -20041101AAA"	135431	"43-45-6N"	"123-4-29W"	"APROVECHO RESEARCH CENTER"	43.7517	123.0747	0
"KSPB"	"91.9  MHz"	"FM"	"A"	"LIC"	"PEBBLE BEACH"	"CA"	"US"	"BMLED  -19881216KF"	57047	"36-35-11N"	"121-55-21W"	"ROBERT LOUIS STEVENSON SCHOOL"	36.5864	121.9225	0
"KSPC"	"88.7  MHz"	"FM"	"A"	"LIC"	"CLAREMONT"	"CA"	"US"	"BLED   -20080319AAA"	52922	"34-5-51N"	"117-42-35W"	"POMONA COLLEGE RADIO STATION"	34.0975	117.7097	0
"KSPI-FM"	"93.7  MHz"	"FM"	"C2"	"LIC"	"STILLWATER"	"OK"	"US"	"BMLH   -20090804ACH"	63438	"36-6-30N"	"97-11-47W"	"STILLWATER BROADCASTING, LLC"	36.1083	97.1964	0
"KSPK"	"102.3 MHz"	"FM"	"C1"	"LIC"	"WALSENBURG"	"CO"	"US"	"BMLH   -20030103ABF"	39677	"37-37-39N"	"104-49-17W"	"MAINSTREET BROADCASTING COMPANY, INC"	37.6275	104.8214	0
"KSPL"	"90.9  MHz"	"FM"	"C3"	"LIC"	"KALISPELL"	"MT"	"US"	"BLED   -19970130KD"	5185	"48-30-22N"	"114-20-49W"	"THE MOODY BIBLE INSTITUTE OF CHICAGO"	48.5061	114.3469	0
"KSPL-LP"	"98.1  MHz"	"FL"	"L1"	"LIC"	"JOHN DAY"	"OR"	"US"	"BLL    -20050518AET"	135568	"44-26-2N"	"118-57-26W"	"VALLEY VIEW BROADCASTING, INC."	44.4339	118.9572	0
"KSPN-FM"	"103.1 MHz"	"FM"	"A"	"LIC"	"ASPEN"	"CO"	"US"	"BMLH   -20010913AAJ"	43884	"39-13-33N"	"106-50-0W"	"NRC BROADCASTING MOUNTAIN GROUP, LLC"	39.2258	106.8333	0
"KSPO"	"106.5 MHz"	"FM"	"A"	"LIC"	"DISHMAN"	"WA"	"US"	"BLH    -20001219ABI"	31495	"47-41-39N"	"117-20-3W"	"LIBERTY BROADCASTING SYSTEM, LLC"	47.6942	117.3342	0
"KSPQ"	"93.9  MHz"	"FM"	"C1"	"LIC"	"WEST PLAINS"	"MO"	"US"	"BLH    -19890201KC"	47951	"37-0-12N"	"91-54-24W"	"MISSOURI OZARKS RADIO NETWORK, INC."	37.0033	91.9067	0
"KSPW"	"96.5  MHz"	"FM"	"C2"	"LIC"	"SPARTA"	"MO"	"US"	"BLH    -19930208KE"	10119	"36-57-16N"	"93-17-22W"	"JOURNAL BROADCAST CORPORATION"	36.9544	93.2894	0
"KSQB-FM"	"95.7  MHz"	"FM"	"C3"	"LIC"	"DELL RAPIDS"	"SD"	"US"	"BLH    -19981028KE"	76903	"43-45-48N"	"96-48-27W"	"BACKYARD BROADCASTING SOUTH DAKOTA LICENSEE, LLC"	43.7633	96.8075	0
"KSQL"	"99.1  MHz"	"FM"	"B"	"LIC"	"SANTA CRUZ"	"CA"	"US"	"BLH    -19900116KE"	70033	"37-6-39N"	"121-50-37W"	"TMS LICENSE CALIFORNIA, INC"	37.1108	121.8436	0
"KSQM"	"91.5  MHz"	"FM"	"A"	"LIC"	"SEQUIM"	"WA"	"US"	"BLED   -20081209AAD"	172153	"48-4-30N"	"123-11-32W"	"SEQUIM COMMUNITY BROADCASTING"	48.075	123.1922	0
"KSQQ"	"96.1  MHz"	"FM"	"A"	"LIC"	"MORGAN HILL"	"CA"	"US"	"BLH    -19940801KD"	14247	"37-11-1N"	"121-48-9W"	"COYOTE COMMUNICATIONS, INC."	37.1836	121.8025	0
"KSQS"	"91.7  MHz"	"FM"	"A"	"LIC"	"RIRIE"	"ID"	"US"	"BLED   -20060908AAG"	92376	"43-32-37N"	"111-53-7W"	"FAITH COMMUNICATIONS CORP."	43.5436	111.8853	0
"KSQX"	"89.1  MHz"	"FM"	"A"	"LIC"	"SPRINGTOWN"	"TX"	"US"	"BLED   -20021220AAZ"	62041	"32-58-53N"	"97-42-18W"	"CSSI NON-PROFIT EDUCATIONAL BROADCASTING CORPORATION"	32.9814	97.705	0
"KSQY"	"95.1  MHz"	"FM"	"C"	"LIC"	"DEADWOOD"	"SD"	"US"	"BLH    -19820910AM"	3041	"44-19-49N"	"103-50-10W"	"HAUGO BROADCASTING, INC."	44.3303	103.8361	0
"KSQY-FM1"	"95.1  MHz"	"FB"	"D"	"LIC"	"RAPID CITY"	"SD"	"US"	"BLFTB  -20030717AAL"	137498	"44-1-19N"	"103-15-35W"	"HAUGO BROADCASTING, INC."	44.0219	103.2597	0
"KSRA-FM"	"92.7  MHz"	"FM"	"A"	"LIC"	"SALMON"	"ID"	"US"	"BLH    -19840305AA"	71526	"45-11-2N"	"113-52-12W"	"SALMON RIVER COMMUNICATIONS, INC."	45.1839	113.87	0
"KSRD"	"91.9  MHz"	"FM"	"C3"	"LIC"	"ST. JOSEPH"	"MO"	"US"	"BLED   -20040928AHD"	85873	"39-42-35N"	"95-2-33W"	"HORIZON CHRISTIAN FELLOWSHIP"	39.7097	95.0425	0
"KSRF"	"95.9  MHz"	"FM"	"C1"	"LIC"	"POIPU"	"HI"	"US"	"BLH    -20000825AGX"	39136	"21-56-11N"	"159-26-43W"	"OHANA BROADCAST COMPANY LLC"	21.9364	159.4453	0
"KSRG"	"88.3  MHz"	"FM"	"A"	"LIC"	"ASHLAND"	"OR"	"US"	"BLED   -19950508KB"	62105	"42-17-52N"	"122-44-58W"	"OREGON ST BOARD OF HIGHER ED FOR THE UNIV OF OREGON"	42.2978	122.7494	0
"KSRH"	"88.1  MHz"	"FM"	"D"	"LIC"	"SAN RAFAEL"	"CA"	"US"	"BLED   -19800401AC"	58923	"37-58-16N"	"122-30-47W"	"SAN RAFAEL HIGH SCHOOL"	37.9711	122.5131	0
"KSRI"	"90.7  MHz"	"FM"	"A"	"LIC"	"SANTA CRUZ"	"CA"	"US"	"BMLED  -20060623AAU"	12141	"37-0-10N"	"122-3-5W"	"EDUCATIONAL MEDIA FOUNDATION"	37.0028	122.0514	0
"KSRL-LP"	"103.1 MHz"	"FL"	"L1"	"LIC"	"SANTA ROSA"	"NM"	"US"	"BLL    -20090123ACE"	135559	"34-56-15N"	"104-41-4W"	"ST. ROSE OF LIMA EDUCATION ASSOCIATION"	34.9375	104.6844	0
"KSRN"	"107.7 MHz"	"FM"	"C3"	"LIC"	"KINGS BEACH"	"CA"	"US"	"BLH    -19981015KD"	34582	"39-18-48N"	"119-52-59W"	"LAZER LICENSES, LLC"	39.3133	119.8831	0
"KSRQ"	"90.1  MHz"	"FM"	"C3"	"LIC"	"THIEF RIVER FALLS"	"MN"	"US"	"BLED   -19910409KA"	2694	"48-1-19N"	"96-22-12W"	"NORTHLAND COMMUNITY & TECHNICAL COLLEGE"	48.0219	96.37	0
"KSRS"	"91.5  MHz"	"FM"	"A"	"LIC"	"ROSEBURG"	"OR"	"US"	"BLED   -19910103KA"	62158	"43-12-22N"	"123-21-48W"	"OREGON ST BOARD OF HIGHER ED FOR THE UNIV OF OREGON"	43.2061	123.3633	0
"KSRT"	"107.1 MHz"	"FM"	"A"	"LIC"	"CLOVERDALE"	"CA"	"US"	"BLH    -20020509AAT"	52879	"38-48-34N"	"123-2-56W"	"LAZER LICENSES, LLC"	38.8094	123.0489	0
"KSRV-FM"	"96.1  MHz"	"FM"	"C"	"LIC"	"ONTARIO"	"OR"	"US"	"BLH    -20061130AAV"	35638	"43-45-18N"	"116-5-51W"	"FM IDAHO CO., LLC"	43.755	116.0975	0
"KSRW"	"92.5  MHz"	"FM"	"B"	"LIC"	"INDEPENDENCE"	"CA"	"US"	"BLH    -19960430KE"	46683	"36-58-38N"	"118-7-13W"	"BENETT KESSLER"	36.9772	118.1203	0
"KSRW"	"92.5  MHz"	"FS"	"B"	"LIC"	"INDEPENDENCE"	"CA"	"US"	"BXLH   -20070308ABX"	46683	"37-22-32N"	"118-23-37W"	"BENETT KESSLER"	37.3756	118.3936	0
"KSRX"	"97.5  MHz"	"FM"	"C2"	"LIC"	"STERLING"	"CO"	"US"	"BMLH   -20100204ADR"	166013	"40-27-15.1N"	"103-9-6.1W"	"MEDIA LOGIC LLC"	40.4542	103.1517	0
"KSRY"	"103.1 MHz"	"FM"	"A"	"LIC"	"TEHACHAPI"	"CA"	"US"	"BLH    -19921125KC"	66228	"35-4-30N"	"118-22-8W"	"CC LICENSES, LLC"	35.075	118.3689	0
"KSRZ"	"104.5 MHz"	"FM"	"C0"	"LIC"	"OMAHA"	"NE"	"US"	"BMLH   -20050610AIL"	50308	"41-18-16N"	"96-1-41W"	"JOURNAL BROADCAST CORPORATION"	41.3044	96.0281	0
"KSSA"	"105.9 MHz"	"FM"	"C1"	"LIC"	"INGALLS"	"KS"	"US"	"BLH    -19990521KE"	77873	"37-46-48N"	"100-27-36W"	"KBUF PARTNERSHIP"	37.78	100.46	0
"KSSB"	"100.9 MHz"	"FM"	"A"	"LIC"	"CALIPATRIA"	"CA"	"US"	"BLH    -19950503KC"	52469	"33-7-12N"	"115-30-47W"	"LAZER LICENSES, LLC"	33.12	115.5131	0
"KSSC"	"107.1 MHz"	"FM"	"A"	"LIC"	"VENTURA"	"CA"	"US"	"BLH    -20010102AAI"	33567	"34-20-55N"	"119-19-57W"	"ENTRAVISION HOLDINGS, LLC"	34.3486	119.3325	0
"KSSD"	"107.1 MHz"	"FM"	"A"	"LIC"	"FALLBROOK"	"CA"	"US"	"BLH    -19850508KA"	35139	"33-23-1N"	"117-11-20W"	"ENTRAVISION HOLDINGS, LLC"	33.3836	117.1889	0
"KSSE"	"107.1 MHz"	"FM"	"A"	"LIC"	"ARCADIA"	"CA"	"US"	"BMLH   -20000927ABW"	35113	"34-10-51N"	"118-1-38W"	"ENTRAVISION HOLDINGS, LLC"	34.1808	118.0272	0
"KSSE-FM1"	"107.1 MHz"	"FB"	"D"	"LIC"	"SAN FERNANDO"	"CA"	"US"	"BLFTB  -20100716ACS"	35114	"34-7-34N"	"118-22-3W"	"ENTRAVISION HOLDINGS, LLC"	34.1261	118.3675	0
"KSSI"	"102.7 MHz"	"FM"	"A"	"LIC"	"CHINA LAKE"	"CA"	"US"	"BLH    -19950410KG"	60883	"35-39-6N"	"117-40-58W"	"SOUND ENTERPRISES"	35.6517	117.6828	0
"KSSK-FM"	"92.3  MHz"	"FM"	"C"	"LIC"	"WAIPAHU"	"HI"	"US"	"BLH    -19830113AH"	48775	"21-23-49N"	"158-5-58W"	"CAPSTAR TX LLC"	21.3969	158.0994	0
"KSSM"	"103.1 MHz"	"FM"	"C3"	"LIC"	"COPPERAS COVE"	"TX"	"US"	"BLH    -20040730BBW"	10054	"31-5-5N"	"97-57-7W"	"CUMULUS LICENSING LLC"	31.0847	97.9519	0
"KSSN"	"95.7  MHz"	"FM"	"C"	"LIC"	"LITTLE ROCK"	"AR"	"US"	"BLH    -19831117BH"	61363	"34-47-57N"	"92-29-29W"	"CC LICENSES, LLC"	34.7992	92.4914	0
"KSSN"	"95.7  MHz"	"FS"	"C"	"LIC"	"LITTLE ROCK"	"AR"	"US"	"BXLH   -20100413AHO"	61363	"34-42-51N"	"92-23-49.9W"	"CC LICENSES, LLC"	34.7142	92.3972	0
"KSSN"	"95.7  MHz"	"FS"	"C"	"LIC"	"LITTLE ROCK"	"AR"	"US"	"BXMLH  -20050524AHV"	61363	"34-47-58N"	"92-29-38W"	"CC LICENSES, LLC"	34.7994	92.4939	0
"KSSO"	"89.3  MHz"	"FM"	"A"	"LIC"	"NORMAN"	"OK"	"US"	"BLED   -20070125AAT"	77089	"35-13-22N"	"97-26-21W"	"FAMILY WORSHIP CENTER CHURCH, INC."	35.2228	97.4392	0
"KSSQ-LP"	"102.3 MHz"	"FL"	"L1"	"LIC"	"SILOAM SPRINGS"	"AR"	"US"	"BLL    -20040730BCM"	135619	"36-10-20N"	"94-31-17W"	"SILOAM SPRINGS ADVENTIST EDUCATIONAL RADIO"	36.1722	94.5214	0
"KSSR-FM"	"95.9  MHz"	"FM"	"A"	"LIC"	"SANTA ROSA"	"NM"	"US"	"BLH    -20000620ADQ"	84190	"34-56-47N"	"104-39-10W"	"ESQUIBEL LLC"	34.9464	104.6528	0
"KSSS"	"101.5 MHz"	"FM"	"C"	"LIC"	"BISMARCK"	"ND"	"US"	"BMLH   -20100527AAM"	2210	"46-56-31N"	"100-41-37W"	"CC LICENSES, LLC"	46.9419	100.6936	0
"KSSU"	"91.9  MHz"	"FM"	"A"	"LIC"	"DURANT"	"OK"	"US"	"BLED   -20000815AAA"	61233	"34-0-45N"	"96-19-45W"	"SOUTHEASTERN OKLAHOMA STATE UNIVERSITY"	34.0125	96.3292	0
"KSSW"	"96.9  MHz"	"FM"	"A"	"LIC"	"NASHVILLE"	"AR"	"US"	"BMLED  -20051017AAS"	88051	"34-0-41N"	"93-52-3W"	"FAMILY WORSHIP CENTER CHURCH, INC."	34.0114	93.8675	0
"KSSZ"	"93.9  MHz"	"FM"	"C3"	"LIC"	"FAYETTE"	"MO"	"US"	"BLH    -19960923KD"	5227	"39-3-28N"	"92-28-49W"	"ZIMMER RADIO OF MID-MISSOURI, INC"	39.0578	92.4803	0
"KSTB"	"101.5 MHz"	"FM"	"A"	"LIC"	"CRYSTAL BEACH"	"TX"	"US"	"BLH    -20021114ACJ"	18187	"29-30-7N"	"94-31-15W"	"CUMULUS LICENSING LLC"	29.5019	94.5208	0
"KSTG-LP"	"101.5 MHz"	"FL"	"L1"	"LIC"	"LODI"	"CA"	"US"	"BLL    -20090701AAB"	124860	"38-7-8N"	"121-15-39W"	"LODI CHRISTIAN RADIO"	38.1189	121.2608	0
"KSTH"	"92.3  MHz"	"FM"	"A"	"LIC"	"HOLYOKE"	"CO"	"US"	"BLH    -20050713AAW"	85760	"40-34-49N"	"102-19-11W"	"ARMADA MEDIA - MCCOOK, INC."	40.5803	102.3197	0
"KSTK"	"101.7 MHz"	"FM"	"A"	"LIC"	"WRANGELL"	"AK"	"US"	"BLED   -19811231AG"	73924	"56-27-14N"	"132-22-54W"	"WRANGELL RADIO GROUP"	56.4539	132.3817	0
"KSTM"	"88.9  MHz"	"FM"	"A"	"LIC"	"INDIANOLA"	"IA"	"US"	"BLED   -19940422KD"	60467	"41-22-0N"	"93-33-57W"	"SIMPSON COLLEGE"	41.3667	93.5658	0
"KSTN-FM"	"99.5  MHz"	"FM"	"A"	"LIC"	"CITRUS HEIGHTS"	"CA"	"US"	"BLED   -20080402ACU"	70676	"38-38-32N"	"121-5-25W"	"EDUCATIONAL MEDIA FOUNDATION"	38.6422	121.0903	0
"KSTO"	"95.5  MHz"	"FM"	"C2"	"LIC"	"AGANA"	"GU"	"US"	"BLH    -20100427ACY"	28863	"13-29-16.8N"	"144-49-53E"	"INTER-ISLAND COMMUNICATIONS, INC."	13.488	144.8314	0
"KSTP-FM"	"94.5  MHz"	"FM"	"C"	"LIC"	"ST. PAUL"	"MN"	"US"	"BMLH   -19910923KF"	35642	"45-3-45N"	"93-8-22W"	"KSTP-FM, LLC"	45.0625	93.1394	0
"KSTR-FM"	"96.1  MHz"	"FM"	"C0"	"LIC"	"MONTROSE"	"CO"	"US"	"BLH    -19840125AM"	21629	"38-52-40N"	"108-13-33W"	"MBC GRAND BROADCASTING, INC."	38.8778	108.2258	0
"KSTR-FM"	"96.1  MHz"	"FS"	"C"	"LIC"	"MONTROSE"	"CO"	"US"	"BXLH   -20081024ADF"	21629	"39-4-0N"	"108-44-41W"	"MBC GRAND BROADCASTING, INC."	39.0667	108.7447	0
"KSTR-FM"	"96.1  MHz"	"FS"	"C"	"LIC"	"MONTROSE"	"CO"	"US"	"BXLH   -20081024ADM"	21629	"38-31-0N"	"107-51-8W"	"MBC GRAND BROADCASTING, INC."	38.5167	107.8522	0
"KSTT-FM"	"101.3 MHz"	"FM"	"B"	"LIC"	"LOS OSOS-BAYWOOD PAR"	"CA"	"US"	"BLH    -20061012AAE"	63523	"35-21-37N"	"120-39-18W"	"EDB SLO LICENSE LLC"	35.3603	120.655	0
"KSTV-FM"	"93.1  MHz"	"FM"	"C3"	"LIC"	"DUBLIN"	"TX"	"US"	"BLH    -19971017KB"	15742	"32-10-59N"	"98-17-12W"	"CCR-STEPHENVILLE III, LLC"	32.1831	98.2867	0
"KSTX"	"89.1  MHz"	"FM"	"C1"	"LIC"	"SAN ANTONIO"	"TX"	"US"	"BMLED  -19920318KF"	65334	"29-31-25N"	"98-43-25W"	"TEXAS PUBLIC RADIO"	29.5236	98.7236	0
"KSTX"	"89.1  MHz"	"FS"	"C1"	"LIC"	"SAN ANTONIO"	"TX"	"US"	"BXLED  -20060803ALR"	65334	"29-31-6N"	"98-34-11W"	"TEXAS PUBLIC RADIO"	29.5183	98.5697	0
"KSTY"	"104.5 MHz"	"FM"	"C3"	"LIC"	"CANON CITY"	"CO"	"US"	"BLH    -20071003ABD"	35551	"38-18-54N"	"105-12-40W"	"ROYAL GORGE BROADCASTING, LLC"	38.315	105.2111	0
"KSTY-FM1"	"104.5 MHz"	"FB"	"D"	"LIC"	"COLORADO SPRINGS"	"CO"	"US"	"BLFTB  -20050815ABU"	162622	"38-44-43N"	"104-51-39W"	"ROYAL GORGE BROADCASTING LLC"	38.7453	104.8608	0
"KSTZ"	"102.5 MHz"	"FM"	"C"	"LIC"	"DES MOINES"	"IA"	"US"	"BLH    -RB1104ZZ"	58541	"41-48-1N"	"93-36-27W"	"SAGA COMMUNICATIONS OF IOWA, LLC"	41.8003	93.6075	0
"KSUA"	"91.5  MHz"	"FM"	"A"	"LIC"	"FAIRBANKS"	"AK"	"US"	"BLED   -19960415KA"	20445	"64-51-32N"	"147-49-41W"	"UNIVERSITY OF ALASKA, ON BEHALF OF U OF AK, FAIRBANKS"	64.8589	147.8281	0
"KSUI"	"91.7  MHz"	"FM"	"C"	"LIC"	"IOWA CITY"	"IA"	"US"	"BLED   -19960708KC"	66626	"41-43-15N"	"91-20-30W"	"THE UNIVERSITY OF IOWA"	41.7208	91.3417	0
"KSUP"	"106.3 MHz"	"FM"	"C3"	"LIC"	"JUNEAU"	"AK"	"US"	"BLH    -19910822KE"	820	"58-18-5N"	"134-26-26W"	"JUNEAU ALASKA COMMUNICATIONS, LLC"	58.3014	134.4406	0
"KSUR"	"88.9  MHz"	"FM"	"C1"	"LIC"	"MART"	"TX"	"US"	"BLED   -20070216AAX"	83542	"31-23-2N"	"97-16-38W"	"AMERICAN FAMILY ASSOCIATION"	31.3839	97.2772	0
"KSUT"	"91.3  MHz"	"FM"	"C2"	"LIC"	"IGNACIO"	"CO"	"US"	"BLED   -20100713AGQ"	35816	"37-11-3N"	"107-29-6W"	"KUTE, INC."	37.1842	107.485	0
"KSUU"	"91.1  MHz"	"FM"	"C3"	"LIC"	"CEDAR CITY"	"UT"	"US"	"BLED   -19850219KK"	61381	"37-38-55N"	"113-5-32W"	"SOUTH STATE UNIVERSITY"	37.6486	113.0922	0
"KSUW"	"91.3  MHz"	"FM"	"A"	"LIC"	"SHERIDAN"	"WY"	"US"	"BLED   -19971117KA"	82438	"44-36-9N"	"106-55-51W"	"UNIVERSITY OF WYOMING"	44.6025	106.9308	0
"KSUX"	"105.7 MHz"	"FM"	"C2"	"LIC"	"WINNEBAGO"	"NE"	"US"	"BLH    -19910327KA"	21692	"42-20-33N"	"96-31-13W"	"KSUX/KSCJ RADIO BROADCASTING CO"	42.3425	96.5203	0
"KSVL"	"92.3  MHz"	"FM"	"C3"	"LIC"	"SMITH"	"NV"	"US"	"BLH    -19990924ABD"	88665	"38-41-6N"	"119-11-4W"	"DONEGAL ENTERPRISES"	38.685	119.1844	0
"KSVR"	"91.7  MHz"	"FM"	"A"	"LIC"	"MOUNT VERNON"	"WA"	"US"	"BLED   -20021112AAQ"	83092	"48-23-49N"	"122-18-26W"	"BOARD OF TRUSTEES OF SKAGIT VALLEY COLLEGE"	48.3969	122.3072	0
"KSVY"	"91.3  MHz"	"FM"	"A"	"LIC"	"SONOMA"	"CA"	"US"	"BLED   -20040206AAW"	78100	"38-16-47N"	"122-26-47W"	"COMMONBOND FOUNDATION"	38.2797	122.4464	0
"KSWC"	"100.3 MHz"	"FM"	"D"	"LIC"	"WINFIELD"	"KS"	"US"	"BLED   -19810209AT"	66382	"37-14-45N"	"96-58-15W"	"THE SOUTHWESTERN COLLEGE"	37.2458	96.9708	0
"KSWD"	"100.3 MHz"	"FM"	"B"	"LIC"	"LOS ANGELES"	"CA"	"US"	"BLH    -20090409AHH"	70038	"34-13-35N"	"118-3-58W"	"BONNEVILLE HOLDING COMPANY"	34.2264	118.0661	0
"KSWD"	"100.3 MHz"	"FS"	"B"	"LIC"	"LOS ANGELES"	"CA"	"US"	"BLH    -19961210KA"	70038	"34-7-8N"	"118-23-30W"	"BONNEVILLE HOLDING COMPANY"	34.1189	118.3917	0
"KSWF"	"100.5 MHz"	"FM"	"C2"	"LIC"	"AURORA"	"MO"	"US"	"BLH    -19920615KB"	3258	"37-5-39N"	"93-31-5W"	"CLEAR CHANNEL BROADCASTING LICENSES, INC."	37.0942	93.5181	0
"KSWF"	"100.5 MHz"	"FS"	"C2"	"LIC"	"AURORA"	"MO"	"US"	"BXLH   -20080717ANH"	3258	"37-10-47N"	"93-15-39W"	"CLEAR CHANNEL BROADCASTING LICENSES, INC."	37.1797	93.2608	0
"KSWG"	"96.3  MHz"	"FM"	"C3"	"LIC"	"WICKENBURG"	"AZ"	"US"	"BLH    -20020311ABB"	11216	"33-55-34N"	"112-47-40W"	"CIRCLE S BROADCASTING CO., INC."	33.9261	112.7944	0
"KSWH-FM"	"91.1  MHz"	"FM"	"D"	"LIC"	"ARKADELPHIA"	"AR"	"US"	"BLED   -894"	26906	"34-7-32N"	"93-3-48W"	"HENDERSON STATE UNIVERSITY"	34.1256	93.0633	0
"KSWH-LP"	"99.9  MHz"	"FL"	"L1"	"LIC"	"ARKADELPHIA"	"AR"	"US"	"BLL    -20040721AAC"	134820	"34-7-44N"	"93-3-37W"	"HENDERSON STATE UNIVERSITY FOUNDATION"	34.1289	93.0603	0
"KSWI"	"95.7  MHz"	"FM"	"C3"	"LIC"	"ATLANTIC"	"IA"	"US"	"BLH    -20000718AAJ"	79302	"41-26-7N"	"94-50-0W"	"MEREDITH COMMUNICATIONS, L.C."	41.4353	94.8333	0
"KSWN"	"93.9  MHz"	"FM"	"C2"	"LIC"	"MCCOOK"	"NE"	"US"	"BLH    -19981013KG"	70565	"40-11-27N"	"100-48-29W"	"LEGACY COMMUNICATIONS, LLC"	40.1908	100.8081	0
"KSWP"	"90.9  MHz"	"FM"	"C1"	"LIC"	"LUFKIN"	"TX"	"US"	"BLED   -19980219KA"	39168	"31-22-8N"	"94-38-45W"	"LUFKIN EDUCATIONAL BROADCASTING FOUNDATION"	31.3689	94.6458	0
"KSWS"	"88.9  MHz"	"FM"	"C3"	"LIC"	"CHEHALIS"	"WA"	"US"	"BLED   -20100618AWV"	81162	"46-33-16N"	"123-3-26W"	"WASHINGTON STATE UNIVERSITY"	46.5544	123.0572	0
"KSWW"	"102.1 MHz"	"FM"	"C3"	"LIC"	"ELMA"	"WA"	"US"	"BLH    -19980730KA"	60544	"46-57-31N"	"123-35-18W"	"JODESHA BROADCASTING, INC."	46.9586	123.5883	0
